tau,xi,xi_ratio,p_g,mean_prob_gt_u0,sd_prob_gt_u0
1.0,0.5,2.0,480,0.9994008301146774,0.004785401738207428
1.0,0.75,3.0,480,0.9999999992671494,1.6791576563587225e-08
1.0,1.0,4.0,480,1.0,1.5694370245251022e-16
1.0,0.05,0.2,960,2.0751534579993487e-07,1.533524841780614e-06
1.0,0.1,0.4,960,0.00018083375767173686,0.0013112583355329604
1.0,0.15,0.6,960,0.010101358958334508,0.03298731595696452
1.0,0.2,0.8,960,0.12348040777934353,0.15108910224700062
1.0,0.225,0.9,960,0.2893823364581809,0.2505312503993847
1.0,0.2375,0.95,960,0.3698878447592845,0.26196966136236055
1.0,0.25,1.0,960,0.49497766342539495,0.28070910188984144
1.0,0.2625,1.05,960,0.5962006565594901,0.2708609699657376
1.0,0.275,1.1,960,0.6744160023102381,0.2630018544509936
1.0,0.3,1.2,960,0.8267904971110054,0.20023172869260492
1.0,0.375,1.5,960,0.9926871521708371,0.02763346613420318
1.0,0.5,2.0,960,0.9999993885420042,6.430524259795079e-06
1.0,0.75,3.0,960,1.0,1.5255558832209802e-16
1.0,1.0,4.0,960,1.0,1.4607846506166916e-16
1.0,0.05,0.2,1920,1.568591529027174e-13,1.937219428142115e-12
1.0,0.1,0.4,1920,1.3277743218705945e-07,1.834153585812883e-06
1.0,0.15,0.6,1920,0.0011119983581378942,0.014248959280829868
1.0,0.2,0.8,1920,0.05325103038126655,0.09722418422998999
1.0,0.225,0.9,1920,0.20367252939405836,0.2083176501912086
1.0,0.2375,0.95,1920,0.36107996937495807,0.27722286103864674
1.0,0.25,1.0,1920,0.4981306580866194,0.2774320646185439
1.0,0.2625,1.05,1920,0.6583111912784351,0.2708343697667948
1.0,0.275,1.1,1920,0.7816802906513315,0.2143473518124428
1.0,0.3,1.2,1920,0.9188325830042574,0.13182016487502515
1.0,0.375,1.5,1920,0.9998240829791784,0.0011614671270217863
1.0,0.5,2.0,1920,0.9999999999998563,1.9205070370553914e-12
1.0,0.75,3.0,1920,1.0,1.3563306564835865e-16
1.0,1.0,4.0,1920,1.0,1.2894440396108804e-16
2.0,0.08000000000000002,0.20000000000000004,60,0.022544388628658457,0.05660056806480107
2.0,0.16000000000000003,0.4000000000000001,60,0.07054769852375298,0.11165510873735009
2.0,0.24,0.6,60,0.17386290483541056,0.19410463740299166
2.0,0.32000000000000006,0.8000000000000002,60,0.28864956787040813,0.24540427671969106
2.0,0.36000000000000004,0.9,60,0.34365329300781944,0.2610629012280011
2.0,0.38,0.95,60,0.3755669676272828,0.2590815828228857
